Code|Name|FullName|Code1|Code2|Code3|Code4|Code5|Level|LevelName
11|北京市|北京市|11|    |      |        |          |1|直辖市
1101|东城区|北京市东城区|11|1101||        |          |2|市级
1102|西城区|北京市西城区|11|1102||        |          |2|市级
1103|崇文区|北京市崇文区|11|1103||        |          |2|市级
1104|宣武区|北京市宣武区|11|1104||        |          |2|市级
1105|朝阳区|北京市朝阳区|11|1105||        |          |2|市级
1106|丰台区|北京市丰台区|11|1106||        |          |2|市级
1107|石景山区|北京市石景山区|11|1107||        |          |2|市级
1108|海淀区|北京市海淀区|11|1108||        |          |2|市级
1109|门头沟区|北京市门头沟区|11|1109||        |          |2|市级
1111|房山区|北京市房山区|11|1111||        |          |2|市级
1112|通州区|北京市通州区|11|1112||        |          |2|市级
1113|顺义区|北京市顺义区|11|1113||        |          |2|市级
1114|昌平区|北京市昌平区|11|1114||        |          |2|市级
1115|大兴区|北京市大兴区|11|1115||        |          |2|市级
1116|怀柔区|北京市怀柔区|11|1116||        |          |2|市级
1117|平谷区|北京市平谷区|11|1117||        |          |2|市级
1128|密云县|北京市密云县|11|1128||        |          |2|市级
1129|延庆县|北京市延庆县|11|1129||        |          |2|市级
12|天津市|天津市|12|    |      |        |          |1|直辖市
1201|和平区|天津市和平区|12|1201||        |          |2|市级
1202|河东区|天津市河东区|12|1202||        |          |2|市级
1203|河西区|天津市河西区|12|1203||        |          |2|市级
1204|南开区|天津市南开区|12|1204||        |          |2|市级
1205|河北区|天津市河北区|12|1205||        |          |2|市级
1206|红桥区|天津市红桥区|12|1206||        |          |2|市级
1207|塘沽区|天津市塘沽区|12|1207||        |          |2|市级
1208|汉沽区|天津市汉沽区|12|1208||        |          |2|市级
1209|大港区|天津市大港区|12|1209||        |          |2|市级
1210|东丽区|天津市东丽区|12|1210||        |          |2|市级
1211|西青区|天津市西青区|12|1211||        |          |2|市级
1212|津南区|天津市津南区|12|1212||        |          |2|市级
1213|北辰区|天津市北辰区|12|1213||        |          |2|市级
1214|武清区|天津市武清区|12|1214||        |          |2|市级
1215|宝坻区|天津市宝坻区|12|1215||        |          |2|市级
1221|宁河县|天津市宁河县|12|1221||        |          |2|市级
1223|静海县|天津市静海县|12|1223||        |          |2|市级
1225|蓟县|天津市蓟县|12|1225||        |          |2|市级
13|河北省|河北省|13|    |      |        |          |1|省级
1301|石家庄市|河北省石家庄市|13|1301||        |          |2|市级
130102|长安区|河北省石家庄市长安区|13|1301|130102|        |          |3|
130103|桥东区|河北省石家庄市桥东区|13|1301|130103|        |          |3|
130104|桥西区|河北省石家庄市桥西区|13|1301|130104|        |          |3|
130105|新华区|河北省石家庄市新华区|13|1301|130105|        |          |3|
130107|井陉矿区|河北省石家庄市井陉矿区|13|1301|130107|        |          |3|
130108|裕华区|河北省石家庄市裕华区|13|1301|130108|        |          |3|
130121|井陉县|河北省石家庄市井陉县|13|1301|130121|        |          |3|
130123|正定县|河北省石家庄市正定县|13|1301|130123|        |          |3|
130124|栾城县|河北省石家庄市栾城县|13|1301|130124|        |          |3|
130125|行唐县|河北省石家庄市行唐县|13|1301|130125|        |          |3|
130126|灵寿县|河北省石家庄市灵寿县|13|1301|130126|        |          |3|
130127|高邑县|河北省石家庄市高邑县|13|1301|130127|        |          |3|
130128|深泽县|河北省石家庄市深泽县|13|1301|130128|        |          |3|
130129|赞皇县|河北省石家庄市赞皇县|13|1301|130129|        |          |3|
130130|无极县|河北省石家庄市无极县|13|1301|130130|        |          |3|
130131|平山县|河北省石家庄市平山县|13|1301|130131|        |          |3|
130132|元氏县|河北省石家庄市元氏县|13|1301|130132|        |          |3|
130133|赵县|河北省石家庄市赵县|13|1301|130133|        |          |3|
130181|辛集市|河北省石家庄市辛集市|13|1301|130181|        |          |3|
130182|藁城市|河北省石家庄市藁城市|13|1301|130182|        |          |3|
130183|晋州市|河北省石家庄市晋州市|13|1301|130183|        |          |3|
130184|新乐市|河北省石家庄市新乐市|13|1301|130184|        |          |3|
130185|鹿泉市|河北省石家庄市鹿泉市|13|1301|130185|        |          |3|
1302|唐山市|河北省唐山市|13|1302||        |          |2|市级
130202|路南区|河北省唐山市路南区|13|1302|130202|        |          |3|
130203|路北区|河北省唐山市路北区|13|1302|130203|        |          |3|
130204|古冶区|河北省唐山市古冶区|13|1302|130204|        |          |3|
130205|开平区|河北省唐山市开平区|13|1302|130205|        |          |3|
130207|丰南区|河北省唐山市丰南区|13|1302|130207|        |          |3|
130208|丰润区|河北省唐山市丰润区|13|1302|130208|        |          |3|
130223|滦县|河北省唐山市滦县|13|1302|130223|        |          |3|
130224|滦南县|河北省唐山市滦南县|13|1302|130224|        |          |3|
130225|乐亭县|河北省唐山市乐亭县|13|1302|130225|        |          |3|
130227|迁西县|河北省唐山市迁西县|13|1302|130227|        |          |3|
130229|玉田县|河北省唐山市玉田县|13|1302|130229|        |          |3|
130230|唐海县|河北省唐山市唐海县|13|1302|130230|        |          |3|
130281|遵化市|河北省唐山市遵化市|13|1302|130281|        |          |3|
130283|迁安市|河北省唐山市迁安市|13|1302|130283|        |          |3|
1303|秦皇岛市|河北省秦皇岛市|13|1303||        |          |2|市级
130302|海港区|河北省秦皇岛市海港区|13|1303|130302|        |          |3|省级
130303|山海关区|河北省秦皇岛市山海关区|13|1303|130303|        |          |3|县级
130304|北戴河区|河北省秦皇岛市北戴河区|13|1303|130304|        |          |3|
130321|青龙县|河北省秦皇岛市青龙县|13|1303|130321|        |          |3|
130322|昌黎县|河北省秦皇岛市昌黎县|13|1303|130322|        |          |3|
130323|抚宁县|河北省秦皇岛市抚宁县|13|1303|130323|        |          |3|
130324|卢龙县|河北省秦皇岛市卢龙县|13|1303|130324|        |          |3|
1304|邯郸市|河北省邯郸市|13|1304||        |          |2|市级
130402|邯山区|河北省邯郸市邯山区|13|1304|130402|        |          |3|
130403|丛台区|河北省邯郸市丛台区|13|1304|130403|        |          |3|
130404|复兴区|河北省邯郸市复兴区|13|1304|130404|        |          |3|
130406|峰峰矿区|河北省邯郸市峰峰矿区|13|1304|130406|        |          |3|
130421|邯郸县|河北省邯郸市邯郸县|13|1304|130421|        |          |3|
130423|临漳县|河北省邯郸市临漳县|13|1304|130423|        |          |3|
130424|成安县|河北省邯郸市成安县|13|1304|130424|        |          |3|
130425|大名县|河北省邯郸市大名县|13|1304|130425|        |          |3|
130426|涉县|河北省邯郸市涉县|13|1304|130426|        |          |3|
130427|磁县|河北省邯郸市磁县|13|1304|130427|        |          |3|
130428|肥乡县|河北省邯郸市肥乡县|13|1304|130428|        |          |3|
130429|永年县|河北省邯郸市永年县|13|1304|130429|        |          |3|
130430|邱县|河北省邯郸市邱县|13|1304|130430|        |          |3|
130431|鸡泽县|河北省邯郸市鸡泽县|13|1304|130431|        |          |3|
130432|广平县|河北省邯郸市广平县|13|1304|130432|        |          |3|
130433|馆陶县|河北省邯郸市馆陶县|13|1304|130433|        |          |3|
130434|魏县|河北省邯郸市魏县|13|1304|130434|        |          |3|
130435|曲周县|河北省邯郸市曲周县|13|1304|130435|        |          |3|
130481|武安市|河北省邯郸市武安市|13|1304|130481|        |          |3|
1305|邢台市|河北省邢台市|13|1305||        |          |2|市级
130502|桥东区|河北省邢台市桥东区|13|1305|130502|        |          |3|
130503|桥西区|河北省邢台市桥西区|13|1305|130503|        |          |3|
130521|邢台县|河北省邢台市邢台县|13|1305|130521|        |          |3|
130522|临城县|河北省邢台市临城县|13|1305|130522|        |          |3|
130523|内丘县|河北省邢台市内丘县|13|1305|130523|        |          |3|
130524|柏乡县|河北省邢台市柏乡县|13|1305|130524|        |          |3|
130525|隆尧县|河北省邢台市隆尧县|13|1305|130525|        |          |3|
130526|任县|河北省邢台市任县|13|1305|130526|        |          |3|
130527|南和县|河北省邢台市南和县|13|1305|130527|        |          |3|
130528|宁晋县|河北省邢台市宁晋县|13|1305|130528|        |          |3|
130529|巨鹿县|河北省邢台市巨鹿县|13|1305|130529|        |          |3|
130530|新河县|河北省邢台市新河县|13|1305|130530|        |          |3|
130531|广宗县|河北省邢台市广宗县|13|1305|130531|        |          |3|
130532|平乡县|河北省邢台市平乡县|13|1305|130532|        |          |3|
130533|威县|河北省邢台市威县|13|1305|130533|        |          |3|
130534|清河县|河北省邢台市清河县|13|1305|130534|        |          |3|
130535|临西县|河北省邢台市临西县|13|1305|130535|        |          |3|
130581|南宫市|河北省邢台市南宫市|13|1305|130581|        |          |3|
130582|沙河市|河北省邢台市沙河市|13|1305|130582|        |          |3|
1306|保定市|河北省保定市|13|1306||        |          |2|市级
130602|新市区|河北省保定市新市区|13|1306|130602|        |          |3|
130603|北市区|河北省保定市北市区|13|1306|130603|        |          |3|
130604|南市区|河北省保定市南市区|13|1306|130604|        |          |3|
130621|满城县|河北省保定市满城县|13|1306|130621|        |          |3|
130622|清苑县|河北省保定市清苑县|13|1306|130622|        |          |3|
130623|涞水县|河北省保定市涞水县|13|1306|130623|        |          |3|
130624|阜平县|河北省保定市阜平县|13|1306|130624|        |          |3|
130625|徐水县|河北省保定市徐水县|13|1306|130625|        |          |3|
130626|定兴县|河北省保定市定兴县|13|1306|130626|        |          |3|
130627|唐县|河北省保定市唐县|13|1306|130627|        |          |3|
130628|高阳县|河北省保定市高阳县|13|1306|130628|        |          |3|
130629|容城县|河北省保定市容城县|13|1306|130629|        |          |3|
130630|涞源县|河北省保定市涞源县|13|1306|130630|        |          |3|
130631|望都县|河北省保定市望都县|13|1306|130631|        |          |3|
130632|安新县|河北省保定市安新县|13|1306|130632|        |          |3|
130633|易县|河北省保定市易县|13|1306|130633|        |          |3|
130634|曲阳县|河北省保定市曲阳县|13|1306|130634|        |          |3|
130635|蠡县|河北省保定市蠡县|13|1306|130635|        |          |3|
130636|顺平县|河北省保定市顺平县|13|1306|130636|        |          |3|
130637|博野县|河北省保定市博野县|13|1306|130637|        |          |3|
130638|雄县|河北省保定市雄县|13|1306|130638|        |          |3|
130681|涿州市|河北省保定市涿州市|13|1306|130681|        |          |3|
130682|定州市|河北省保定市定州市|13|1306|130682|        |          |3|
130683|安国市|河北省保定市安国市|13|1306|130683|        |          |3|
130684|高碑店市|河北省保定市高碑店市|13|1306|130684|        |          |3|
1307|张家口市|河北省张家口市|13|1307||        |          |2|市级
130702|桥东区|河北省张家口市桥东区|13|1307|130702|        |          |3|
130703|桥西区|河北省张家口市桥西区|13|1307|130703|        |          |3|
130705|宣化区|河北省张家口市宣化区|13|1307|130705|        |          |3|
130706|下花园区|河北省张家口市下花园区|13|1307|130706|        |          |3|
130721|宣化县|河北省张家口市宣化县|13|1307|130721|        |          |3|
130722|张北县|河北省张家口市张北县|13|1307|130722|        |          |3|
130723|康保县|河北省张家口市康保县|13|1307|130723|        |          |3|
130724|沽源县|河北省张家口市沽源县|13|1307|130724|        |          |3|
130725|尚义县|河北省张家口市尚义县|13|1307|130725|        |          |3|
130726|蔚县|河北省张家口市蔚县|13|1307|130726|        |          |3|
130727|阳原县|河北省张家口市阳原县|13|1307|130727|        |          |3|
130728|怀安县|河北省张家口市怀安县|13|1307|130728|        |          |3|
130729|万全县|河北省张家口市万全县|13|1307|130729|        |          |3|
130730|怀来县|河北省张家口市怀来县|13|1307|130730|        |          |3|
130731|涿鹿县|河北省张家口市涿鹿县|13|1307|130731|        |          |3|
130732|赤城县|河北省张家口市赤城县|13|1307|130732|        |          |3|
130733|崇礼县|河北省张家口市崇礼县|13|1307|130733|        |          |3|
1308|承德市|河北省承德市|13|1308||        |          |2|市级
130802|双桥区|河北省承德市双桥区|13|1308|130802|        |          |3|
130803|双滦区|河北省承德市双滦区|13|1308|130803|        |          |3|
130804|鹰手营子矿区|河北省承德市鹰手营子矿区|13|1308|130804|        |          |3|
130821|承德县|河北省承德市承德县|13|1308|130821|        |          |3|
130822|兴隆县|河北省承德市兴隆县|13|1308|130822|        |          |3|
130823|平泉县|河北省承德市平泉县|13|1308|130823|        |          |3|
130824|滦平县|河北省承德市滦平县|13|1308|130824|        |          |3|
130825|隆化县|河北省承德市隆化县|13|1308|130825|        |          |3|
130826|丰宁县|河北省承德市丰宁县|13|1308|130826|        |          |3|
130827|宽城县|河北省承德市宽城县|13|1308|130827|        |          |3|
130828|围场县|河北省承德市围场县|13|1308|130828|        |          |3|
1309|沧州市|河北省沧州市|13|1309||        |          |2|市级
130902|新华区|河北省沧州市新华区|13|1309|130902|        |          |3|
130903|运河区|河北省沧州市运河区|13|1309|130903|        |          |3|
130921|沧县|河北省沧州市沧县|13|1309|130921|        |          |3|
130922|青县|河北省沧州市青县|13|1309|130922|        |          |3|
130923|东光县|河北省沧州市东光县|13|1309|130923|        |          |3|
130924|海兴县|河北省沧州市海兴县|13|1309|130924|        |          |3|
130925|盐山县|河北省沧州市盐山县|13|1309|130925|        |          |3|
130926|肃宁县|河北省沧州市肃宁县|13|1309|130926|        |          |3|
130927|南皮县|河北省沧州市南皮县|13|1309|130927|        |          |3|
130928|吴桥县|河北省沧州市吴桥县|13|1309|130928|        |          |3|
130929|献县|河北省沧州市献县|13|1309|130929|        |          |3|
130930|孟村县|河北省沧州市孟村县|13|1309|130930|        |          |3|
130981|泊头市|河北省沧州市泊头市|13|1309|130981|        |          |3|
130982|任丘市|河北省沧州市任丘市|13|1309|130982|        |          |3|
130983|黄骅市|河北省沧州市黄骅市|13|1309|130983|        |          |3|
130984|河间市|河北省沧州市河间市|13|1309|130984|        |          |3|
1310|廊坊市|河北省廊坊市|13|1310||        |          |2|市级
131002|安次区|河北省廊坊市安次区|13|1310|131002|        |          |3|
131003|广阳区|河北省廊坊市广阳区|13|1310|131003|        |          |3|
131022|固安县|河北省廊坊市固安县|13|1310|131022|        |          |3|
131023|永清县|河北省廊坊市永清县|13|1310|131023|        |          |3|
131024|香河县|河北省廊坊市香河县|13|1310|131024|        |          |3|
131025|大城县|河北省廊坊市大城县|13|1310|131025|        |          |3|
131026|文安县|河北省廊坊市文安县|13|1310|131026|        |          |3|
131028|大厂县|河北省廊坊市大厂县|13|1310|131028|        |          |3|
131081|霸州市|河北省廊坊市霸州市|13|1310|131081|        |          |3|
131082|三河市|河北省廊坊市三河市|13|1310|131082|        |          |3|
1311|衡水市|河北省衡水市|13|1311||        |          |2|市级
131102|桃城区|河北省衡水市桃城区|13|1311|131102|        |          |3|
131121|枣强县|河北省衡水市枣强县|13|1311|131121|        |          |3|
131122|武邑县|河北省衡水市武邑县|13|1311|131122|        |          |3|
131123|武强县|河北省衡水市武强县|13|1311|131123|        |          |3|
131124|饶阳县|河北省衡水市饶阳县|13|1311|131124|        |          |3|
131125|安平县|河北省衡水市安平县|13|1311|131125|        |          |3|
131126|故城县|河北省衡水市故城县|13|1311|131126|        |          |3|
131127|景县|河北省衡水市景县|13|1311|131127|        |          |3|
131128|阜城县|河北省衡水市阜城县|13|1311|131128|        |          |3|
131181|冀州市|河北省衡水市冀州市|13|1311|131181|        |          |3|
131182|深州市|河北省衡水市深州市|13|1311|131182|        |          |3|
14|山西省|山西省|14|    |      |        |          |1|省级
1401|太原市|山西省太原市|14|1401||        |          |2|市级
140105|小店区|山西省太原市小店区|14|1401|140105|        |          |3|
140106|迎泽区|山西省太原市迎泽区|14|1401|140106|        |          |3|
140107|杏花岭区|山西省太原市杏花岭区|14|1401|140107|        |          |3|
140108|尖草坪区|山西省太原市尖草坪区|14|1401|140108|        |          |3|
140109|万柏林区|山西省太原市万柏林区|14|1401|140109|        |          |3|
140110|晋源区|山西省太原市晋源区|14|1401|140110|        |          |3|
140121|清徐县|山西省太原市清徐县|14|1401|140121|        |          |3|
140122|阳曲县|山西省太原市阳曲县|14|1401|140122|        |          |3|
140123|娄烦县|山西省太原市娄烦县|14|1401|140123|        |          |3|
140181|古交市|山西省太原市古交市|14|1401|140181|        |          |3|
1402|大同市|山西省大同市|14|1402||        |          |2|市级
140202|城区|山西省大同市城区|14|1402|140202|        |          |3|
140203|矿区|山西省大同市矿区|14|1402|140203|        |          |3|
140211|南郊区|山西省大同市南郊区|14|1402|140211|        |          |3|
140212|新荣区|山西省大同市新荣区|14|1402|140212|        |          |3|
140221|阳高县|山西省大同市阳高县|14|1402|140221|        |          |3|
140222|天镇县|山西省大同市天镇县|14|1402|140222|        |          |3|
140223|广灵县|山西省大同市广灵县|14|1402|140223|        |          |3|
140224|灵丘县|山西省大同市灵丘县|14|1402|140224|        |          |3|
140225|浑源县|山西省大同市浑源县|14|1402|140225|        |          |3|
140226|左云县|山西省大同市左云县|14|1402|140226|        |          |3|
140227|大同县|山西省大同市大同县|14|1402|140227|        |          |3|
1403|阳泉市|山西省阳泉市|14|1403||        |          |2|市级
140302|城区|山西省阳泉市城区|14|1403|140302|        |          |3|
140303|矿区|山西省阳泉市矿区|14|1403|140303|        |          |3|
140311|郊区|山西省阳泉市郊区|14|1403|140311|        |          |3|
140321|平定县|山西省阳泉市平定县|14|1403|140321|        |          |3|
140322|盂县|山西省阳泉市盂县|14|1403|140322|        |          |3|
1404|长治市|山西省长治市|14|1404||        |          |2|市级
140402|城区|山西省长治市城区|14|1404|140402|        |          |3|
140411|郊区|山西省长治市郊区|14|1404|140411|        |          |3|
140421|长治县|山西省长治市长治县|14|1404|140421|        |          |3|
140423|襄垣县|山西省长治市襄垣县|14|1404|140423|        |          |3|
140424|屯留县|山西省长治市屯留县|14|1404|140424|        |          |3|
140425|平顺县|山西省长治市平顺县|14|1404|140425|        |          |3|
140426|黎城县|山西省长治市黎城县|14|1404|140426|        |          |3|
140427|壶关县|山西省长治市壶关县|14|1404|140427|        |          |3|
140428|长子县|山西省长治市长子县|14|1404|140428|        |          |3|
140429|武乡县|山西省长治市武乡县|14|1404|140429|        |          |3|
140430|沁县|山西省长治市沁县|14|1404|140430|        |          |3|
140431|沁源县|山西省长治市沁源县|14|1404|140431|        |          |3|
140481|潞城市|山西省长治市潞城市|14|1404|140481|        |          |3|
1405|晋城市|山西省晋城市|14|1405||        |          |2|市级
140502|城区|山西省晋城市城区|14|1405|140502|        |          |3|
140521|沁水县|山西省晋城市沁水县|14|1405|140521|        |          |3|
140522|阳城县|山西省晋城市阳城县|14|1405|140522|        |          |3|
140524|陵川县|山西省晋城市陵川县|14|1405|140524|        |          |3|
140525|泽州县|山西省晋城市泽州县|14|1405|140525|        |          |3|
140581|高平市|山西省晋城市高平市|14|1405|140581|        |          |3|
1406|朔州市|山西省朔州市|14|1406||        |          |2|市级
140602|朔城区|山西省朔州市朔城区|14|1406|140602|        |          |3|
140603|平鲁区|山西省朔州市平鲁区|14|1406|140603|        |          |3|
140621|山阴县|山西省朔州市山阴县|14|1406|140621|        |          |3|
140622|应县|山西省朔州市应县|14|1406|140622|        |          |3|
140623|右玉县|山西省朔州市右玉县|14|1406|140623|        |          |3|
140624|怀仁县|山西省朔州市怀仁县|14|1406|140624|        |          |3|
1407|晋中市|山西省晋中市|14|1407||        |          |2|市级
140702|榆次区|山西省晋中市榆次区|14|1407|140702|        |          |3|
140721|榆社县|山西省晋中市榆社县|14|1407|140721|        |          |3|
140722|左权县|山西省晋中市左权县|14|1407|140722|        |          |3|
140723|和顺县|山西省晋中市和顺县|14|1407|140723|        |          |3|
140724|昔阳县|山西省晋中市昔阳县|14|1407|140724|        |          |3|
140725|寿阳县|山西省晋中市寿阳县|14|1407|140725|        |          |3|
140726|太谷县|山西省晋中市太谷县|14|1407|140726|        |          |3|
140727|祁县|山西省晋中市祁县|14|1407|140727|        |          |3|
140728|平遥县|山西省晋中市平遥县|14|1407|140728|        |          |3|
140729|灵石县|山西省晋中市灵石县|14|1407|140729|        |          |3|
140781|介休市|山西省晋中市介休市|14|1407|140781|        |          |3|
1408|运城市|山西省运城市|14|1408||        |          |2|市级
140802|盐湖区|山西省运城市盐湖区|14|1408|140802|        |          |3|
140821|临猗县|山西省运城市临猗县|14|1408|140821|        |          |3|
140822|万荣县|山西省运城市万荣县|14|1408|140822|        |          |3|
140823|闻喜县|山西省运城市闻喜县|14|1408|140823|        |          |3|
140824|稷山县|山西省运城市稷山县|14|1408|140824|        |          |3|
140825|新绛县|山西省运城市新绛县|14|1408|140825|        |          |3|
140826|绛县|山西省运城市绛县|14|1408|140826|        |          |3|
140827|垣曲县|山西省运城市垣曲县|14|1408|140827|        |          |3|
140828|夏县|山西省运城市夏县|14|1408|140828|        |          |3|
140829|平陆县|山西省运城市平陆县|14|1408|140829|        |          |3|
140830|芮城县|山西省运城市芮城县|14|1408|140830|        |          |3|
140881|永济市|山西省运城市永济市|14|1408|140881|        |          |3|
140882|河津市|山西省运城市河津市|14|1408|140882|        |          |3|
1409|忻州市|山西省忻州市|14|1409||        |          |2|市级
140902|忻府区|山西省忻州市忻府区|14|1409|140902|        |          |3|
140921|定襄县|山西省忻州市定襄县|14|1409|140921|        |          |3|
140922|五台县|山西省忻州市五台县|14|1409|140922|        |          |3|
140923|代县|山西省忻州市代县|14|1409|140923|        |          |3|
140924|繁峙县|山西省忻州市繁峙县|14|1409|140924|        |          |3|
140925|宁武县|山西省忻州市宁武县|14|1409|140925|        |          |3|
140926|静乐县|山西省忻州市静乐县|14|1409|140926|        |          |3|
140927|神池县|山西省忻州市神池县|14|1409|140927|        |          |3|
140928|五寨县|山西省忻州市五寨县|14|1409|140928|        |          |3|
140929|岢岚县|山西省忻州市岢岚县|14|1409|140929|        |          |3|
140930|河曲县|山西省忻州市河曲县|14|1409|140930|        |          |3|
140931|保德县|山西省忻州市保德县|14|1409|140931|        |          |3|
140932|偏关县|山西省忻州市偏关县|14|1409|140932|        |          |3|
140981|原平市|山西省忻州市原平市|14|1409|140981|        |          |3|
1410|临汾市|山西省临汾市|14|1410||        |          |2|市级
141002|尧都区|山西省临汾市尧都区|14|1410|141002|        |          |3|
141021|曲沃县|山西省临汾市曲沃县|14|1410|141021|        |          |3|
141022|翼城县|山西省临汾市翼城县|14|1410|141022|        |          |3|
141023|襄汾县|山西省临汾市襄汾县|14|1410|141023|        |          |3|
141024|洪洞县|山西省临汾市洪洞县|14|1410|141024|        |          |3|
141025|古县|山西省临汾市古县|14|1410|141025|        |          |3|
141026|安泽县|山西省临汾市安泽县|14|1410|141026|        |          |3|
141027|浮山县|山西省临汾市浮山县|14|1410|141027|        |          |3|
141028|吉县|山西省临汾市吉县|14|1410|141028|        |          |3|
141029|乡宁县|山西省临汾市乡宁县|14|1410|141029|        |          |3|
141030|大宁县|山西省临汾市大宁县|14|1410|141030|        |          |3|
141031|隰县|山西省临汾市隰县|14|1410|141031|        |          |3|
141032|永和县|山西省临汾市永和县|14|1410|141032|        |          |3|
141033|蒲县|山西省临汾市蒲县|14|1410|141033|        |          |3|
141034|汾西县|山西省临汾市汾西县|14|1410|141034|        |          |3|
141081|侯马市|山西省临汾市侯马市|14|1410|141081|        |          |3|
141082|霍州市|山西省临汾市霍州市|14|1410|141082|        |          |3|
1411|吕梁市|山西省吕梁市|14|1411||        |          |2|市级
141102|离石区|山西省吕梁市离石区|14|1411|141102|        |          |3|
141121|文水县|山西省吕梁市文水县|14|1411|141121|        |          |3|
141122|交城县|山西省吕梁市交城县|14|1411|141122|        |          |3|
141123|兴县|山西省吕梁市兴县|14|1411|141123|        |          |3|
141124|临县|山西省吕梁市临县|14|1411|141124|        |          |3|
141125|柳林县|山西省吕梁市柳林县|14|1411|141125|        |          |3|
141126|石楼县|山西省吕梁市石楼县|14|1411|141126|        |          |3|
141127|岚县|山西省吕梁市岚县|14|1411|141127|        |          |3|
141128|方山县|山西省吕梁市方山县|14|1411|141128|        |          |3|
141129|中阳县|山西省吕梁市中阳县|14|1411|141129|        |          |3|
141130|交口县|山西省吕梁市交口县|14|1411|141130|        |          |3|
141181|孝义市|山西省吕梁市孝义市|14|1411|141181|        |          |3|
141182|汾阳市|山西省吕梁市汾阳市|14|1411|141182|        |          |3|
15|内蒙古|内蒙古自治区|15|    |      |        |          |1|省级
1501|呼和浩特市|内蒙古呼和浩特市|15|1501||        |          |2|特别行政区
150102|新城区|内蒙古呼和浩特市新城区|15|1501|150102|        |          |3|
150103|回民区|内蒙古呼和浩特市回民区|15|1501|150103|        |          |3|
150104|玉泉区|内蒙古呼和浩特市玉泉区|15|1501|150104|        |          |3|
150105|赛罕区|内蒙古呼和浩特市赛罕区|15|1501|150105|        |          |3|
150121|土默特左旗|内蒙古呼和浩特市土默特左旗|15|1501|150121|        |          |3|
150122|托克托县|内蒙古呼和浩特市托克托县|15|1501|150122|        |          |3|
150123|和林格尔县|内蒙古呼和浩特市和林格尔县|15|1501|150123|        |          |3|
150124|清水河县|内蒙古呼和浩特市清水河县|15|1501|150124|        |          |3|
150125|武川县|内蒙古呼和浩特市武川县|15|1501|150125|        |          |3|
1502|包头市|内蒙古包头市|15|1502||        |          |2|市级
150202|东河区|内蒙古包头市东河区|15|1502|150202|        |          |3|
150203|昆都仑区|内蒙古包头市昆都仑区|15|1502|150203|        |          |3|
150204|青山区|内蒙古包头市青山区|15|1502|150204|        |          |3|
150205|石拐区|内蒙古包头市石拐区|15|1502|150205|        |          |3|
150206|白云矿区|内蒙古包头市白云矿区|15|1502|150206|        |          |3|
150207|九原区|内蒙古包头市九原区|15|1502|150207|        |          |3|
150208|稀土高新区|内蒙古包头市稀土高新区|15|1502|150208|||3|
150221|土默特右旗|内蒙古包头市土默特右旗|15|1502|150221|        |          |3|
150222|固阳县|内蒙古包头市固阳县|15|1502|150222|        |          |3|
150223|达尔罕茂明安联合旗|内蒙古包头市达尔罕茂明安联合旗|15|1502|150223|        |          |3|
1503|乌海市|内蒙古乌海市|15|1503||        |          |2|市级
150302|海勃湾区|内蒙古乌海市海勃湾区|15|1503|150302|        |          |3|
150303|海南区|内蒙古乌海市海南区|15|1503|150303|        |          |3|
150304|乌达区|内蒙古乌海市乌达区|15|1503|150304|        |          |3|
1504|赤峰市|内蒙古赤峰市|15|1504||        |          |2|市级
150402|红山区|内蒙古赤峰市红山区|15|1504|150402|        |          |3|
150403|元宝山区|内蒙古赤峰市元宝山区|15|1504|150403|        |          |3|
150404|松山区|内蒙古赤峰市松山区|15|1504|150404|        |          |3|
150421|阿鲁科尔沁旗|内蒙古赤峰市阿鲁科尔沁旗|15|1504|150421|        |          |3|
150422|巴林左旗|内蒙古赤峰市巴林左旗|15|1504|150422|        |          |3|
150423|巴林右旗|内蒙古赤峰市巴林右旗|15|1504|150423|        |          |3|
150424|林西县|内蒙古赤峰市林西县|15|1504|150424|        |          |3|
150425|克什克腾旗|内蒙古赤峰市克什克腾旗|15|1504|150425|        |          |3|
150426|翁牛特旗|内蒙古赤峰市翁牛特旗|15|1504|150426|        |          |3|
150428|喀喇沁旗|内蒙古赤峰市喀喇沁旗|15|1504|150428|        |          |3|
150429|宁城县|内蒙古赤峰市宁城县|15|1504|150429|        |          |3|
150430|敖汉旗|内蒙古赤峰市敖汉旗|15|1504|150430|        |          |3|
1505|通辽市|内蒙古通辽市|15|1505||        |          |2|市级
150502|科尔沁区|内蒙古通辽市科尔沁区|15|1505|150502|        |          |3|
150503|开发区|内蒙古通辽市开发区|15|1505|150503|||3|
150521|科尔沁左翼中旗|内蒙古通辽市科尔沁左翼中旗|15|1505|150521|        |          |3|
150522|科尔沁左翼后旗|内蒙古通辽市科尔沁左翼后旗|15|1505|150522|        |          |3|
150523|开鲁县|内蒙古通辽市开鲁县|15|1505|150523|        |          |3|
150524|库伦旗|内蒙古通辽市库伦旗|15|1505|150524|        |          |3|
150525|奈曼旗|内蒙古通辽市奈曼旗|15|1505|150525|        |          |3|
150526|扎鲁特旗|内蒙古通辽市扎鲁特旗|15|1505|150526|        |          |3|
150581|霍林郭勒市|内蒙古通辽市霍林郭勒市|15|1505|150581|        |          |3|
1506|鄂尔多斯市|内蒙古鄂尔多斯市|15|1506||        |          |2|市级
150602|  东胜区|内蒙古鄂尔多斯市  东胜区|15|1506|150602|        |          |3|
